Id,SalePrice
1461,123434.99958128938
1462,172438.00109180636
1463,178992.43939066774
1464,197987.87285936894
1465,201689.68992528412
1466,170949.4149552877
1467,180684.01530576067
1468,162130.2671007272
1469,187832.7202401911
1470,119727.82618301967
1471,183568.09739907502
1472,99358.6689345905
1473,95462.83370105419
1474,145905.27059348836
1475,114801.74467674855
1476,361987.2577801008
1477,257857.47852105048
1478,289513.12327960937
1479,283583.8483270497
1480,527542.1670686393
1481,328596.5936345099
1482,204838.89212996684
1483,175005.52544895725
1484,164789.84429579045
1485,181942.3507253613
1486,190780.3725102448
1487,336808.23672184465
1488,229462.0284649286
1489,195613.80354228007
1490,241773.4668373736
1491,195220.70735829798
1492,93591.07069602064
1493,159356.4899661722
1494,294446.28274015535
1495,286033.1253097822
1496,232531.6626147167
1497,182225.36027269953
1498,193422.95979611555
1499,160828.54698142406
1500,155085.4825066054
1501,181507.32279518526
1502,153070.39432170798
1503,287478.99808139406
1504,243332.07049257454
1505,228799.65059960267
1506,185958.94172081046
1507,261928.90560792605
1508,198673.1197001113
1509,156309.85491228767
1510,144201.35100365992
1511,173459.5538625611
1512,176352.63008525493
1513,139686.85488010274
1514,167888.31282227096
1515,196504.7174928568
1516,149020.78906075272
1517,162211.22086315553
1518,131046.93022156038
1519,214703.76752014228
1520,128352.22610072955
1521,133045.90296456782
1522,177720.74115128812
1523,113051.64997082316
1524,121873.0895521961
1525,122116.51188161553
1526,111372.5478311392
1527,109488.33009668117
1528,137483.79261245902
1529,157585.3718787183
1530,188426.7390072265
1531,111205.8959583522
1532,95219.13231448899
1533,148951.99449345318
1534,131565.03037055308
1535,140274.26022085772
1536,105642.03203396268
1537,62475.29815435349
1538,139649.87844601012
1539,197025.02602234104
1540,81843.92580038073
1541,131545.76647087705
1542,151001.7659835831
1543,184323.11056278166
1544,90450.13692155015
1545,116355.58435418202
1546,140279.67441436066
1547,136601.54536798818
1548,139068.81221880126
1549,125993.47400681047
1550,133183.76262716847
1551,108495.568550664
1552,135609.78526016304
1553,133898.27227074254
1554,117159.62570612841
1555,163708.51457234094
1556,91620.68581939659
1557,109844.92069636188
1558,105772.75370735273
1559,54374.49592938416
1560,134223.07990806157
1561,119567.20978571214
1562,136234.17702665486
1563,121360.7888992558
1564,164229.86293884445
1565,143021.500642808
1566,230328.25287018562
1567,81514.08497639062
1568,247055.0517794075
1569,132505.30197005635
1570,133278.93645902583
1571,118061.53326374361
1572,141689.3422677671
1573,215041.3179593936
1574,117223.82789924575
1575,216734.24380516208
1576,236965.7746172364
1577,177909.77224110035
1578,139856.62161774916
1579,141639.56916794606
1580,192033.88751773015
1581,153779.10668278745
1582,126929.18365489316
1583,312363.429234131
1584,224678.77986296514
1585,141696.7882165864
1586,79261.22918763415
1587,113409.93657042662
1588,147639.52509215954
1589,100157.58312889608
1590,132958.99536510598
1591,93008.94811992913
1592,115210.56270924423
1593,127121.77888774351
1594,124937.81877449802
1595,104391.93902154898
1596,228304.5952988701
1597,198182.05863414763
1598,217144.08029316246
1599,160162.22553895923
1600,153942.96499296007
1601,74595.48529369706
1602,122558.46965538347
1603,60954.0909781973
1604,263183.1880999278
1605,236631.39551904748
1606,165867.79471099272
1607,184579.84581632796
1608,209435.5887501802
1609,183469.77708616867
1610,151290.71485778523
1611,130844.10157667752
1612,171739.1944152409
1613,165728.49861642547
1614,110699.93452266118
1615,87006.58960405207
1616,77808.71389627497
1617,91551.2869221178
1618,141983.59417670424
1619,141307.81427999336
1620,164997.23022618846
1621,135386.8884383953
1622,142781.32521339902
1623,253980.3353868619
1624,210659.6002809675
1625,120156.84008245365
1626,168512.57194192245
1627,195578.81601830467
1628,264182.19341582037
1629,172857.66674642143
1630,388927.7208227408
1631,234464.46117136566
1632,248098.89721407206
1633,169905.24675972023
1634,185155.483959222
1635,174338.0339893789
1636,154642.33581251348
1637,210278.2642808917
1638,184111.20404459652
1639,182419.00808336295
1640,245076.02940488985
1641,177180.3037977252
1642,242256.22678191695
1643,230077.98221301485
1644,230581.96166402427
1645,233376.87266877844
1646,158755.4365525459
1647,154199.41422473892
1648,126861.89108426996
1649,140061.63412788097
1650,113658.66360739054
1651,120712.65308585459
1652,99457.13182361818
1653,102353.70057424015
1654,146871.99616960462
1655,132629.79236612367
1656,140498.263212357
1657,151194.83930444394
1658,149386.42716760296
1659,126306.0647254999
1660,151679.44751464925
1661,472629.8321199432
1662,410129.796573427
1663,380659.8974597997
1664,675068.7122535468
1665,300784.76434644684
1666,307185.88093023724
1667,379013.95770273556
1668,333782.1752271607
1669,299114.2324887999
1670,343062.1128893228
1671,282158.25660389644
1672,461899.8785150984
1673,298976.3172880524
1674,248844.19350250528
1675,201567.36078903647
1676,195862.68541469678
1677,218761.30035362652
1678,499009.0402342224
1679,389983.42995970725
1680,316431.2015811822
1681,234972.35799651904
1682,313712.102489821
1683,194660.20181134422
1684,176964.1855240123
1685,173449.81228895913
1686,167991.22742206487
1687,167029.78560297156
1688,186838.00307648192
1689,190557.6405861263
1690,195462.9352004759
1691,186090.31149759737
1692,246550.85747925338
1693,168104.27982509678
1694,181051.22677979016
1695,167598.62491758668
1696,283753.58863397886
1697,171070.42506112257
1698,354877.50004866486
1699,322490.72184478404
1700,259363.632849955
1701,266183.6354977433
1702,243701.71339769603
1703,240542.2482947624
1704,282225.582062525
1705,228446.4694054157
1706,182383.02170516632
1707,208252.43578391965
1708,202886.4184697217
1709,263932.6935444956
1710,217731.37804293673
1711,266249.10322039685
1712,257937.19483006583
1713,275525.21866533475
1714,218063.61493194892
1715,206659.64401991517
1716,184726.91632260988
1717,173028.25584844346
1718,139168.96168573477
1719,201488.19407004424
1720,235867.19176020913
1721,151503.55910284334
1722,117638.13844454191
1723,146828.16541782985
1724,206976.58465834727
1725,238917.17269745521
1726,184911.66463045857
1727,154329.07015462563
1728,163422.25263396103
1729,166088.67842431422
1730,152602.63080060037
1731,119948.00520376778
1732,132449.49239957883
1733,113307.44278804316
1734,126855.87101314998
1735,119429.44695210454
1736,113746.8235684783
1737,318077.90019300184
1738,246822.24314175313
1739,262042.73699168893
1740,220634.8168098211
1741,194064.86593935452
1742,173749.79982308738
1743,180148.110713396
1744,320432.3295171582
1745,220382.88293835236
1746,187703.21912587123
1747,220901.57411084435
1748,229058.26110750606
1749,141363.98867278313
1750,123408.91958454282
1751,249064.10774419946
1752,116577.59535354376
1753,147302.2870957373
1754,194755.50202799542
1755,163229.02913139865
1756,133178.94215867738
1757,122394.06063952383
1758,142082.82159859344
1759,155243.5027655472
1760,167004.11863448384
1761,145953.38448273257
1762,176525.0159378252
1763,174160.46689025324
1764,113036.10719362984
1765,137577.1992956857
1766,200971.60204358338
1767,236729.83186667121
1768,140037.6422869096
1769,163911.56886951928
1770,154822.97541270204
1771,118611.70821129731
1772,132956.77727315956
1773,119516.9524412657
1774,147332.73859834924
1775,144717.39674330968
1776,127298.23827460012
1777,114681.95890372584
1778,141890.54532828668
1779,134573.53668628578
1780,165451.24879647658
1781,122729.69162736596
1782,93383.87775702095
1783,140771.69407014278
1784,108191.4239118043
1785,116585.82118935004
1786,147554.37192717232
1787,154841.61713857416
1788,69526.29315015856
1789,95305.08528769578
1790,81106.4356234794
1791,198109.3442381627
1792,161846.5964344953
1793,126931.31021967952
1794,154677.2006687917
1795,132737.2972524738
1796,127583.32202104131
1797,117709.61571973204
1798,121112.5996130764
1799,112012.83440737434
1800,133268.5984836473
1801,125367.87122511971
1802,135422.93613877898
1803,148756.08994391354
1804,141763.54569653358
1805,136390.87533791582
1806,130258.03603947627
1807,130103.74401135104
1808,118657.87655076168
1809,117807.03742690138
1810,129541.97445207904
1811,88846.90572479463
1812,93263.93622596099
1813,119093.64268254027
1814,104520.2617292759
1815,62947.09728641535
1816,105642.85970263844
1817,104006.44504860761
1818,138445.8657892183
1819,126965.08149127354
1820,50126.37622391647
1821,113157.92580928197
1822,146600.20496979204
1823,41534.06422674142
1824,124345.71767056685
