Id,SalePrice
1461,126375.3881939531
1462,161959.99447163215
1463,185878.91192992407
1464,184897.37063635778
1465,189941.3958044898
1466,183692.92802603307
1467,172598.8521466601
1468,170618.047486905
1469,186269.90436642995
1470,127031.49971147583
1471,204116.55435347167
1472,94655.09248024756
1473,101891.82148084421
1474,152833.8794933538
1475,114611.19795431444
1476,385838.4576493151
1477,246607.9503464307
1478,287323.47600097815
1479,292484.41458757047
1480,510276.3575430224
1481,315965.4956607964
1482,203851.42746012827
1483,182672.61388185888
1484,168777.5883813068
1485,177059.7938361309
1486,194249.23226939962
1487,309962.76364807633
1488,226382.1829111508
1489,196687.8186604355
1490,225850.9310515447
1491,191375.8718954837
1492,88860.99540077915
1493,166571.15181230172
1494,289976.93161172786
1495,290666.2102492474
1496,237440.80782778744
1497,183421.65756401847
1498,157247.70046688075
1499,154869.9486870689
1500,160682.79396012938
1501,169354.33552897777
1502,158007.54736660278
1503,286677.793003396
1504,231205.53817674716
1505,221079.34378169363
1506,181917.45088357813
1507,259933.56103194237
1508,194770.74716978884
1509,162779.7449685963
1510,146307.13245887365
1511,152762.53930785757
1512,173338.81138865955
1513,135756.84659271152
1514,151218.8004447481
1515,191094.87674502292
1516,152195.24399943344
1517,155788.15461098935
1518,132227.03868055638
1519,221783.51199131183
1520,139353.0831054516
1521,142582.6791455867
1522,165686.9995060418
1523,112424.92634197151
1524,127749.4915867891
1525,123492.73154416286
1526,119284.24212936693
1527,107633.58080117208
1528,130884.50829538432
1529,149078.92529211915
1530,172862.03744767443
1531,120868.10536215168
1532,101564.02459567986
1533,147157.55512277482
1534,121371.9368534507
1535,162289.05874228236
1536,113584.5472985205
1537,73063.20318844118
1538,135942.0345779984
1539,193675.7043340233
1540,94982.36299388808
1541,145168.8224499365
1542,144261.33532590512
1543,186917.2035865641
1544,76381.82498592329
1545,107402.11321992388
1546,122697.05415194415
1547,132091.11247767942
1548,127058.14680155931
1549,111885.66852619367
1550,131023.27183709796
1551,115199.25733159321
1552,140297.34913405622
1553,152070.87135558072
1554,112987.4614141295
1555,166431.37687424483
1556,86574.78702905221
1557,108209.96665960728
1558,100802.03888190715
1559,94332.87865464987
1560,139089.05810776987
1561,148356.95421902713
1562,128823.81488777671
1563,120007.36816288518
1564,162026.6456817816
1565,155353.6827222376
1566,232596.7593196086
1567,77541.41688614478
1568,216734.34720619253
1569,152266.21568760145
1570,131262.7145808848
1571,126067.12554384647
1572,144198.08487169718
1573,227329.66212437535
1574,119998.83771238818
1575,218396.24567293847
1576,227433.34494593504
1577,188467.4119435706
1578,142281.90844588587
1579,142615.931116804
1580,186796.11546483074
1581,140428.05291736667
1582,126451.04996482645
1583,334865.3960027955
1584,231836.6816157874
1585,142970.368250417
1586,76421.48497929447
1587,103105.61453047766
1588,147661.62086737205
1589,106737.77683961441
1590,136284.839108287
1591,97864.46814373147
1592,129672.55858658855
1593,116968.06454001625
1594,124741.41591762475
1595,122375.13050243146
1596,231697.54792956266
1597,188700.4421641159
1598,191307.1563007275
1599,171932.72257293272
1600,176641.75169390588
1601,66666.63963879213
1602,110135.02092288787
1603,77122.87787956551
1604,286190.0037048618
1605,240722.82782587686
1606,165625.58364356702
1607,172844.9538552225
1608,206339.25317546586
1609,181571.6859941066
1610,161324.27229377662
1611,145385.48586147782
1612,182130.46813090923
1613,174313.80866071663
1614,117997.24734496475
1615,90515.28307526083
1616,76900.34743577913
1617,92461.40529952347
1618,125179.19699941891
1619,147952.84516020064
1620,173707.5549692718
1621,149711.37051732966
1622,142457.0758624054
1623,269794.0244272411
1624,212371.18934302722
1625,124350.93102431549
1626,168137.81458757113
1627,188647.62217472063
1628,275473.48019809736
1629,171333.69981354458
1630,368872.53078811726
1631,203131.50003588633
1632,237061.89384242543
1633,166035.85121959593
1634,187023.27036184692
1635,180053.42546136343
1636,163195.77033741886
1637,191171.78564191377
1638,182665.67120514638
1639,187501.2272816038
1640,241340.37005701798
1641,178084.26476372167
1642,229567.75143452245
1643,219987.51242175364
1644,225414.97910032622
1645,194662.2365089878
1646,159048.6229221064
1647,158935.48552542966
1648,136025.38625082406
1649,135942.22684845907
1650,121300.05296177424
1651,120241.31929376621
1652,95208.10043264726
1653,95931.39911494717
1654,149175.42518841947
1655,144624.31507329503
1656,148285.8264421448
1657,148392.0799438347
1658,151613.3286966593
1659,121637.21082317736
1660,154093.36671287488
1661,463061.0650971091
1662,375479.9882111296
1663,383875.8693074047
1664,444765.3909333141
1665,301395.0630007725
1666,325170.6772540558
1667,382218.2091069702
1668,340565.5773309109
1669,287620.9194305656
1670,351002.25368003617
1671,268700.98793255974
1672,519082.32647389494
1673,285812.98711866286
1674,245286.2193275336
1675,197667.28195881497
1676,197600.00269821676
1677,215127.9176062359
1678,524161.1836904318
1679,409315.3558029073
1680,329490.7942499054
1681,250169.48279993073
1682,300523.76229333924
1683,183506.71760944306
1684,176445.86946352661
1685,175139.6554595011
1686,169730.78497758135
1687,162996.3891414626
1688,188877.00233768809
1689,191326.36247200935
1690,188519.30612722842
1691,176864.08981682104
1692,260896.19695827467
1693,167625.1370284693
1694,179823.65068580527
1695,161748.90246381756
1696,271367.2419257788
1697,164106.3845274571
1698,336189.14931454096
1699,328993.7109218966
1700,245388.8078076433
1701,265737.4235614959
1702,253279.32656994747
