SK_ID_CURR,TARGET
100001,0.06538345619510867
100005,0.11735445084545874
100013,0.0679737419825394
100028,0.0708893955366749
100038,0.11798767809959346
100042,0.053721520598990304
100057,0.08070781426151834
100065,0.1002600948484823
100066,0.048751683221824355
100067,0.0850952129285343
100074,0.06399113162423115
100090,0.1086077540399347
100091,0.10531639574925315
100092,0.09208987883980996
100106,0.11931978686659656
100107,0.09175738100796713
100109,0.09408653802491618
100117,0.07389526020830084
100128,0.06691234604607908
100141,0.09065906442089115
100150,0.07188045210270987
100168,0.053561011601254
100169,0.039884249208099666
100170,0.0810612084314398
100171,0.09630558611214576
100172,0.11683916633667196
100184,0.06842716767913704
100187,0.05826804477036989
100212,0.07567115880996401
100222,0.08720514679013401
100223,0.056275319294051676
100232,0.06529671452464919
100241,0.1250455758212544
100245,0.0693656903926647
100253,0.05760653924329138
100256,0.09281719073628447
100271,0.05367981565531565
100278,0.10937135510619976
100280,0.06380999979188866
100306,0.13114468752431332
100311,0.10272126850062518
100312,0.057215373175845484
100330,0.07952137687412417
100331,0.09010745671671756
100352,0.08112772705593678
100358,0.09819564805756108
100367,0.08330516065146827
100382,0.07649510232572797
100384,0.07068655037874708
100385,0.09076201439317823
100386,0.07497290103959468
100399,0.06471885555086399
100404,0.06747641279555151
100416,0.06061555957430178
100422,0.12108001691222259
100426,0.07594774869103146
100438,0.0663571561000684
100444,0.09565280072100041
100445,0.11092187718449978
100446,0.09691346401321184
100447,0.06060515255416426
100450,0.06718961564477627
100466,0.07870352495907951
100483,0.06708286239571593
100484,0.04968754691328919
100494,0.08299903498055923
100510,0.10772835963443916
100512,0.05627539275023223
100517,0.06933346548400697
100548,0.05217403725737832
100551,0.06642636888213578
100552,0.11711280285510905
100553,0.07933755260857535
100561,0.08971554569846124
100568,0.12545692061256639
100569,0.06026550565537984
100591,0.08909233352535756
100592,0.04968921067304379
100602,0.08738200284366404
100607,0.08065158243121438
100613,0.07563958158632302
100617,0.06670384629745402
100618,0.09214752120768976
100622,0.1393350580785369
100625,0.09348314096819967
100677,0.08163284309937505
100699,0.07816059238445984
100702,0.13325292633829774
100711,0.06611711261341825
100729,0.1274592912991058
100740,0.10803534662354564
100744,0.10124540474998732
100745,0.09305244807855508
100747,0.09660801331429145
100751,0.09963307845062076
100752,0.07786182389081553
100753,0.13312829907680626
100754,0.09733652169458386
100760,0.0951952064802707
100762,0.08626018674930083
100763,0.0769367748473436
100765,0.07523684309442341
100770,0.08957979032471741
100772,0.07562834226220991
100777,0.07987136987148022
100791,0.0665958433004663
100792,0.06281795135178274
100797,0.0863942220201839
100823,0.0914750652875588
100826,0.09172254887856127
100830,0.06085826295403033
100836,0.1122041536738903
100872,0.0822405656097137
100910,0.08637073061067543
100913,0.05968845555074001
100918,0.08446834290164337
100931,0.05561675783699712
100952,0.10700738353774002
100953,0.07162645817110697
100965,0.09631421639429288
100970,0.0732096041243417
100982,0.10486051783184046
100983,0.08336008941831505
100984,0.06647387309986208
100987,0.1070764963192594
100997,0.07705751592170684
100998,0.11660467212318203
101002,0.0937415795044875
101005,0.12264101000060011
101008,0.11590595811513421
101020,0.09627678905768262
101021,0.09292482389051773
101024,0.07628748785493972
101025,0.12291311995625138
101026,0.07718946997154172
101031,0.07101623894370872
101041,0.06079727310261474
101051,0.052060648554629683
101055,0.08841897744422539
101056,0.10354112169255518
101057,0.09867248576767086
101064,0.06479239933311105
101079,0.07985678204009598
101087,0.08036683275607229
101090,0.05724909952257702
101092,0.08458790597677243
101097,0.09485108822197741
101099,0.05397064576030956
101107,0.0921089705869868
101118,0.0924163430092322
101125,0.08506483676055636
101126,0.0701848933585546
101128,0.10145759108902341
101136,0.1132938465579628
101140,0.0947743441913034
101149,0.0700077615322476
101160,0.06648723896092998
101169,0.1108158135713419
101181,0.074317219475412
101186,0.054514131091949615
101190,0.10127352953044445
101193,0.10757799649628545
101194,0.07941461417618284
101198,0.08982364588174493
101200,0.06252922142529424
101204,0.09448868353274317
